Park,Name,ShortName,Region,State,Year,Month,Date,Camping Type,Campers
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,9,Sep 1 2013,Tent,7527
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,9,Sep 1 2013,RV,4665
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,9,Sep 1 2013,Backcountry,874
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,10,Oct 1 2013,Tent,237
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,10,Oct 1 2013,RV,288
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,10,Oct 1 2013,Backcountry,44
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,11,Nov 1 2013,Tent,24
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,11,Nov 1 2013,RV,6
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,11,Nov 1 2013,Backcountry,73
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,12,Dec 1 2013,Tent,21
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,12,Dec 1 2013,RV,24
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2013,12,Dec 1 2013,Backcountry,0
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,1,Jan 1 2014,Tent,42
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,1,Jan 1 2014,RV,24
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,1,Jan 1 2014,Backcountry,16
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,2,Feb 1 2014,Tent,78
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,2,Feb 1 2014,RV,18
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,2,Feb 1 2014,Backcountry,16
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,3,Mar 1 2014,Tent,15
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,3,Mar 1 2014,RV,75
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,3,Mar 1 2014,Backcountry,104
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,4,Apr 1 2014,Tent,27
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,4,Apr 1 2014,RV,45
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,4,Apr 1 2014,Backcountry,112
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,5,May 1 2014,Tent,2043
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,5,May 1 2014,RV,1068
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,5,May 1 2014,Backcountry,387
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,6,Jun 1 2014,Tent,9081
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,6,Jun 1 2014,RV,4947
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,6,Jun 1 2014,Backcountry,937
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,7,Jul 1 2014,Tent,18594
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,7,Jul 1 2014,RV,8028
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,7,Jul 1 2014,Backcountry,1664
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,8,Aug 1 2014,Tent,16803
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,8,Aug 1 2014,RV,6210
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,8,Aug 1 2014,Backcountry,1339
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,9,Sep 1 2014,Tent,7506
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,9,Sep 1 2014,RV,4827
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,9,Sep 1 2014,Backcountry,1008
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,10,Oct 1 2014,Tent,2025
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,10,Oct 1 2014,RV,1590
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,10,Oct 1 2014,Backcountry,217
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,11,Nov 1 2014,Tent,117
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,11,Nov 1 2014,RV,78
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,11,Nov 1 2014,Backcountry,45
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,12,Dec 1 2014,Tent,3
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,12,Dec 1 2014,RV,144
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2014,12,Dec 1 2014,Backcountry,53
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,1,Jan 1 2015,Tent,51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,1,Jan 1 2015,RV,108
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,1,Jan 1 2015,Backcountry,120
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,2,Feb 1 2015,Tent,87
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,2,Feb 1 2015,RV,45
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,2,Feb 1 2015,Backcountry,275
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,3,Mar 1 2015,Tent,120
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,3,Mar 1 2015,RV,66
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,3,Mar 1 2015,Backcountry,152
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,4,Apr 1 2015,Tent,105
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,4,Apr 1 2015,RV,72
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,4,Apr 1 2015,Backcountry,143
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,5,May 1 2015,Tent,2157
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,5,May 1 2015,RV,984
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,5,May 1 2015,Backcountry,1056
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,6,Jun 1 2015,Tent,21882
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,6,Jun 1 2015,RV,5583
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,6,Jun 1 2015,Backcountry,1453
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,7,Jul 1 2015,Tent,19389
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,7,Jul 1 2015,RV,7791
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,7,Jul 1 2015,Backcountry,2194
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,8,Aug 1 2015,Tent,17877
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,8,Aug 1 2015,RV,6432
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,8,Aug 1 2015,Backcountry,2073
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,9,Sep 1 2015,Tent,9483
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,9,Sep 1 2015,RV,4950
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,9,Sep 1 2015,Backcountry,1407
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,10,Oct 1 2015,Tent,2520
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,10,Oct 1 2015,RV,2259
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,10,Oct 1 2015,Backcountry,237
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,11,Nov 1 2015,Tent,72
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,11,Nov 1 2015,RV,42
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,11,Nov 1 2015,Backcountry,26
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,12,Dec 1 2015,Tent,51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,12,Dec 1 2015,RV,90
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2015,12,Dec 1 2015,Backcountry,34
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,1,Jan 1 2016,Tent,39
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,1,Jan 1 2016,RV,102
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,1,Jan 1 2016,Backcountry,70
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,2,Feb 1 2016,Tent,54
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,2,Feb 1 2016,RV,102
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,2,Feb 1 2016,Backcountry,263
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,3,Mar 1 2016,Tent,69
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,3,Mar 1 2016,RV,87
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,3,Mar 1 2016,Backcountry,128
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,4,Apr 1 2016,Tent,60
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,4,Apr 1 2016,RV,111
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,4,Apr 1 2016,Backcountry,125
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,5,May 1 2016,Tent,1059
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,5,May 1 2016,RV,576
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,5,May 1 2016,Backcountry,439
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,6,Jun 1 2016,Tent,8568
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,6,Jun 1 2016,RV,4902
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,6,Jun 1 2016,Backcountry,898
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,7,Jul 1 2016,Tent,19101
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,7,Jul 1 2016,RV,7974
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,7,Jul 1 2016,Backcountry,2827
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,8,Aug 1 2016,Tent,18255
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,8,Aug 1 2016,RV,6333
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,8,Aug 1 2016,Backcountry,1859
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,9,Sep 1 2016,Tent,10662
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,9,Sep 1 2016,RV,5937
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,9,Sep 1 2016,Backcountry,2032
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,10,Oct 1 2016,Tent,1785
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,10,Oct 1 2016,RV,1359
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,10,Oct 1 2016,Backcountry,330
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,11,Nov 1 2016,Tent,69
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,11,Nov 1 2016,RV,69
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,11,Nov 1 2016,Backcountry,45
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,12,Dec 1 2016,Tent,21
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,12,Dec 1 2016,RV,81
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2016,12,Dec 1 2016,Backcountry,41
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,1,Jan 1 2017,Tent,57
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,1,Jan 1 2017,RV,93
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,1,Jan 1 2017,Backcountry,98
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,2,Feb 1 2017,Tent,138
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,2,Feb 1 2017,RV,15
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,2,Feb 1 2017,Backcountry,96
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,3,Mar 1 2017,Tent,84
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,3,Mar 1 2017,RV,60
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,3,Mar 1 2017,Backcountry,92
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,4,Apr 1 2017,Tent,66
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,4,Apr 1 2017,RV,117
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,4,Apr 1 2017,Backcountry,166
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,5,May 1 2017,Tent,1176
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,5,May 1 2017,RV,624
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,5,May 1 2017,Backcountry,171
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,6,Jun 1 2017,Tent,7284
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,6,Jun 1 2017,RV,5076
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,6,Jun 1 2017,Backcountry,356
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,7,Jul 1 2017,Tent,15291
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,7,Jul 1 2017,RV,6714
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,7,Jul 1 2017,Backcountry,1468
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,8,Aug 1 2017,Tent,19191
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,8,Aug 1 2017,RV,8556
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,8,Aug 1 2017,Backcountry,2220
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,9,Sep 1 2017,Tent,11058
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,9,Sep 1 2017,RV,6204
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,9,Sep 1 2017,Backcountry,1899
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,10,Oct 1 2017,Tent,2361
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,10,Oct 1 2017,RV,2199
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,10,Oct 1 2017,Backcountry,70
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,11,Nov 1 2017,Tent,33
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,11,Nov 1 2017,RV,54
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,11,Nov 1 2017,Backcountry,43
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,12,Dec 1 2017,Tent,33
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,12,Dec 1 2017,RV,18
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2017,12,Dec 1 2017,Backcountry,45
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,1,Jan 1 2018,Tent,90
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,1,Jan 1 2018,RV,33
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,1,Jan 1 2018,Backcountry,94
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,2,Feb 1 2018,Tent,81
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,2,Feb 1 2018,RV,84
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,2,Feb 1 2018,Backcountry,113
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,3,Mar 1 2018,Tent,111
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,3,Mar 1 2018,RV,24
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,3,Mar 1 2018,Backcountry,36
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,4,Apr 1 2018,Tent,27
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,4,Apr 1 2018,RV,84
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,4,Apr 1 2018,Backcountry,181
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,5,May 1 2018,Tent,1374
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,5,May 1 2018,RV,729
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,5,May 1 2018,Backcountry,303
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,6,Jun 1 2018,Tent,8472
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,6,Jun 1 2018,RV,4902
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,6,Jun 1 2018,Backcountry,1138
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,7,Jul 1 2018,Tent,20406
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,7,Jul 1 2018,RV,8418
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,7,Jul 1 2018,Backcountry,2360
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,8,Aug 1 2018,Tent,17268
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,8,Aug 1 2018,RV,6948
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,8,Aug 1 2018,Backcountry,1594
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,9,Sep 1 2018,Tent,9816
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,9,Sep 1 2018,RV,5178
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,9,Sep 1 2018,Backcountry,1247
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,10,Oct 1 2018,Tent,2001
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,10,Oct 1 2018,RV,1491
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,10,Oct 1 2018,Backcountry,207
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,11,Nov 1 2018,Tent,81
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,11,Nov 1 2018,RV,123
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,11,Nov 1 2018,Backcountry,30
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,12,Dec 1 2018,Tent,6
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,12,Dec 1 2018,RV,24
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2018,12,Dec 1 2018,Backcountry,17
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,1,Jan 1 2019,Tent,3
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,1,Jan 1 2019,RV,3
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,1,Jan 1 2019,Backcountry,7
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,2,Feb 1 2019,Tent,6
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,2,Feb 1 2019,RV,15
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,2,Feb 1 2019,Backcountry,2
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,3,Mar 1 2019,Tent,0
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,3,Mar 1 2019,RV,0
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,3,Mar 1 2019,Backcountry,121
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,4,Apr 1 2019,Tent,27
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,4,Apr 1 2019,RV,48
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,4,Apr 1 2019,Backcountry,58
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,5,May 1 2019,Tent,768
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,5,May 1 2019,RV,501
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,5,May 1 2019,Backcountry,39
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,6,Jun 1 2019,Tent,8736
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,6,Jun 1 2019,RV,5238
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,6,Jun 1 2019,Backcountry,791
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,7,Jul 1 2019,Tent,17697
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,7,Jul 1 2019,RV,9111
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,7,Jul 1 2019,Backcountry,2276
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,8,Aug 1 2019,Tent,17976
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,8,Aug 1 2019,RV,7383
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,8,Aug 1 2019,Backcountry,2383
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,9,Sep 1 2019,Tent,9456
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,9,Sep 1 2019,RV,5937
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,Pacific West,California,2019,9,Sep 1 2019,Backcountry,647
