Park,Name,ShortName,Region,State,Year,Month,Date,Camping Type,Campers
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,4,Apr 1 2018,Tent,1899
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,4,Apr 1 2018,RV,4353
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,4,Apr 1 2018,Backcountry,951
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,5,May 1 2018,Tent,2083
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,5,May 1 2018,RV,4178
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,5,May 1 2018,Backcountry,915
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,6,Jun 1 2018,Tent,3179
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,6,Jun 1 2018,RV,3734
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,6,Jun 1 2018,Backcountry,142
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,7,Jul 1 2018,Tent,4459
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,7,Jul 1 2018,RV,2928
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,7,Jul 1 2018,Backcountry,43
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,8,Aug 1 2018,Tent,3701
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,8,Aug 1 2018,RV,2955
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,8,Aug 1 2018,Backcountry,89
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,9,Sep 1 2018,Tent,4111
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,9,Sep 1 2018,RV,2741
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,9,Sep 1 2018,Backcountry,248
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,10,Oct 1 2018,Tent,1277
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,10,Oct 1 2018,RV,2645
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,10,Oct 1 2018,Backcountry,378
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,11,Nov 1 2018,Tent,722
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,11,Nov 1 2018,RV,836
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,11,Nov 1 2018,Backcountry,141
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,12,Dec 1 2018,Tent,144
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,12,Dec 1 2018,RV,66
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2018,12,Dec 1 2018,Backcountry,10
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,1,Jan 1 2019,Tent,90
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,1,Jan 1 2019,RV,39
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,1,Jan 1 2019,Backcountry,0
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,2,Feb 1 2019,Tent,75
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,2,Feb 1 2019,RV,61
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,2,Feb 1 2019,Backcountry,8
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,3,Mar 1 2019,Tent,2228
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,3,Mar 1 2019,RV,1564
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,3,Mar 1 2019,Backcountry,950
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,4,Apr 1 2019,Tent,2322
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,4,Apr 1 2019,RV,3693
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,4,Apr 1 2019,Backcountry,807
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,5,May 1 2019,Tent,3295
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,5,May 1 2019,RV,3849
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,5,May 1 2019,Backcountry,956
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,6,Jun 1 2019,Tent,3783
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,6,Jun 1 2019,RV,2576
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,6,Jun 1 2019,Backcountry,373
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,7,Jul 1 2019,Tent,3986
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,7,Jul 1 2019,RV,2050
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,7,Jul 1 2019,Backcountry,74
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,8,Aug 1 2019,Tent,3713
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,8,Aug 1 2019,RV,2318
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,8,Aug 1 2019,Backcountry,100
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,9,Sep 1 2019,Tent,3067
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,9,Sep 1 2019,RV,3106
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,9,Sep 1 2019,Backcountry,263
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,10,Oct 1 2019,Tent,2527
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,10,Oct 1 2019,RV,4233
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,10,Oct 1 2019,Backcountry,377
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,11,Nov 1 2019,Tent,487
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,11,Nov 1 2019,RV,419
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,11,Nov 1 2019,Backcountry,79
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,12,Dec 1 2019,Tent,92
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,12,Dec 1 2019,RV,85
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2019,12,Dec 1 2019,Backcountry,23
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,1,Jan 1 2020,Tent,88
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,1,Jan 1 2020,RV,67
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,1,Jan 1 2020,Backcountry,5
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,2,Feb 1 2020,Tent,138
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,2,Feb 1 2020,RV,115
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,2,Feb 1 2020,Backcountry,18
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,3,Mar 1 2020,Tent,913
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,3,Mar 1 2020,RV,913
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,3,Mar 1 2020,Backcountry,524
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,4,Apr 1 2020,Tent,0
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,4,Apr 1 2020,RV,0
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,4,Apr 1 2020,Backcountry,106
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,5,May 1 2020,Tent,0
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,5,May 1 2020,RV,0
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,5,May 1 2020,Backcountry,363
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,6,Jun 1 2020,Tent,2099
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,6,Jun 1 2020,RV,2518
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,6,Jun 1 2020,Backcountry,394
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,7,Jul 1 2020,Tent,4106
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,7,Jul 1 2020,RV,2568
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,7,Jul 1 2020,Backcountry,149
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,8,Aug 1 2020,Tent,3263
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,8,Aug 1 2020,RV,3918
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,8,Aug 1 2020,Backcountry,103
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,9,Sep 1 2020,Tent,1996
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,9,Sep 1 2020,RV,1422
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,9,Sep 1 2020,Backcountry,353
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,10,Oct 1 2020,Tent,1049
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,10,Oct 1 2020,RV,2632
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,10,Oct 1 2020,Backcountry,715
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,11,Nov 1 2020,Tent,912
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,11,Nov 1 2020,RV,1537
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,11,Nov 1 2020,Backcountry,94
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,12,Dec 1 2020,Tent,223
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,12,Dec 1 2020,RV,315
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2020,12,Dec 1 2020,Backcountry,25
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,1,Jan 1 2021,Tent,154
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,1,Jan 1 2021,RV,181
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,1,Jan 1 2021,Backcountry,17
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,2,Feb 1 2021,Tent,192
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,2,Feb 1 2021,RV,161
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,2,Feb 1 2021,Backcountry,24
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,3,Mar 1 2021,Tent,2462
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,3,Mar 1 2021,RV,3205
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,3,Mar 1 2021,Backcountry,533
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,4,Apr 1 2021,Tent,1895
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,4,Apr 1 2021,RV,3850
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,4,Apr 1 2021,Backcountry,1397
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,5,May 1 2021,Tent,1900
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,5,May 1 2021,RV,3529
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,5,May 1 2021,Backcountry,1313
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,6,Jun 1 2021,Tent,1789
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,6,Jun 1 2021,RV,5149
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,6,Jun 1 2021,Backcountry,288
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,7,Jul 1 2021,Tent,4091
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,7,Jul 1 2021,RV,2633
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,7,Jul 1 2021,Backcountry,39
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,8,Aug 1 2021,Tent,2881
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,8,Aug 1 2021,RV,2642
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,8,Aug 1 2021,Backcountry,40
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,9,Sep 1 2021,Tent,2068
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,9,Sep 1 2021,RV,3187
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,9,Sep 1 2021,Backcountry,248
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,10,Oct 1 2021,Tent,1876
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,10,Oct 1 2021,RV,4753
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,10,Oct 1 2021,Backcountry,432
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,11,Nov 1 2021,Tent,830
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,11,Nov 1 2021,RV,1422
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,11,Nov 1 2021,Backcountry,108
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,12,Dec 1 2021,Tent,125
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,12,Dec 1 2021,RV,212
Capitol Reef NP,Capitol Reef National Park,Capitol Reef,Intermountain,Utah,2021,12,Dec 1 2021,Backcountry,51
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,1,Jan 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,1,Jan 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,1,Jan 1 2012,Backcountry,9
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,2,Feb 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,2,Feb 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,2,Feb 1 2012,Backcountry,2
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,3,Mar 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,3,Mar 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,3,Mar 1 2012,Backcountry,28
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,4,Apr 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,4,Apr 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,4,Apr 1 2012,Backcountry,11
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,5,May 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,5,May 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,5,May 1 2012,Backcountry,18
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,6,Jun 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,6,Jun 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,6,Jun 1 2012,Backcountry,9
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,7,Jul 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,7,Jul 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,7,Jul 1 2012,Backcountry,6
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,8,Aug 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,8,Aug 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,8,Aug 1 2012,Backcountry,8
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,9,Sep 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,9,Sep 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,9,Sep 1 2012,Backcountry,15
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,10,Oct 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,10,Oct 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,10,Oct 1 2012,Backcountry,9
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,11,Nov 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,11,Nov 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,11,Nov 1 2012,Backcountry,19
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,12,Dec 1 2012,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,12,Dec 1 2012,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2012,12,Dec 1 2012,Backcountry,17
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,1,Jan 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,1,Jan 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,1,Jan 1 2013,Backcountry,15
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,2,Feb 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,2,Feb 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,2,Feb 1 2013,Backcountry,17
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,3,Mar 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,3,Mar 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,3,Mar 1 2013,Backcountry,30
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,4,Apr 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,4,Apr 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,4,Apr 1 2013,Backcountry,13
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,5,May 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,5,May 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,5,May 1 2013,Backcountry,15
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,6,Jun 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,6,Jun 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,6,Jun 1 2013,Backcountry,14
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,7,Jul 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,7,Jul 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,7,Jul 1 2013,Backcountry,13
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,8,Aug 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,8,Aug 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,8,Aug 1 2013,Backcountry,12
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,9,Sep 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,9,Sep 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,9,Sep 1 2013,Backcountry,12
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,10,Oct 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,10,Oct 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,10,Oct 1 2013,Backcountry,5
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,11,Nov 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,11,Nov 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,11,Nov 1 2013,Backcountry,20
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,12,Dec 1 2013,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,12,Dec 1 2013,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2013,12,Dec 1 2013,Backcountry,10
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,1,Jan 1 2014,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,1,Jan 1 2014,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,1,Jan 1 2014,Backcountry,17
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,2,Feb 1 2014,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,2,Feb 1 2014,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,2,Feb 1 2014,Backcountry,20
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,3,Mar 1 2014,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,3,Mar 1 2014,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,3,Mar 1 2014,Backcountry,36
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,4,Apr 1 2014,Tent,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,4,Apr 1 2014,RV,0
Carlsbad Caverns NP,Carlsbad Caverns National Park,Carlsbad Caverns,Intermountain,New Mexico,2014,4,Apr 1 2014,Backcountry,13
