Park,Name,Unit Code,Park Type,Region,State,Year,Latitude,Longitude,Visits
Kings Canyon NP,Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2012,36.8,-118.55,591033
Kings Canyon NP,Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2013,36.8,-118.55,567544
Kings Canyon NP,Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2014,36.8,-118.55,502268
Kings Canyon NP,Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,36.8,-118.55,468106
Kings Canyon NP,Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,36.8,-118.55,607479
Kings Canyon NP,Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,36.8,-118.55,692932
Kings Canyon NP,Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2018,36.8,-118.55,699023
Kings Canyon NP,Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2019,36.8,-118.55,632110
Kings Canyon NP,Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2020,36.8,-118.55,415077
Kings Canyon NP,Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2021,36.8,-118.55,562918
Lassen Volcanic NP,Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2012,40.49,-121.51,407653
Lassen Volcanic NP,Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2013,40.49,-121.51,427409
Lassen Volcanic NP,Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2014,40.49,-121.51,432977
Lassen Volcanic NP,Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,40.49,-121.51,468092
Lassen Volcanic NP,Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,40.49,-121.51,536068
Lassen Volcanic NP,Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,40.49,-121.51,507256
Lassen Volcanic NP,Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2018,40.49,-121.51,499435
Lassen Volcanic NP,Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2019,40.49,-121.51,517039
Lassen Volcanic NP,Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2020,40.49,-121.51,542274
Lassen Volcanic NP,Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2021,40.49,-121.51,359635
Mammoth Cave NP,Mammoth Cave National Park,MACA,National Park,Southeast ,KY,2012,37.18,-86.1,508054
Mammoth Cave NP,Mammoth Cave National Park,MACA,National Park,Southeast ,KY,2013,37.18,-86.1,494541
Mammoth Cave NP,Mammoth Cave National Park,MACA,National Park,Southeast ,KY,2014,37.18,-86.1,522628
Mammoth Cave NP,Mammoth Cave National Park,MACA,National Park,Southeast ,KY,2015,37.18,-86.1,566895
Mammoth Cave NP,Mammoth Cave National Park,MACA,National Park,Southeast ,KY,2016,37.18,-86.1,586514
Mammoth Cave NP,Mammoth Cave National Park,MACA,National Park,Southeast ,KY,2017,37.18,-86.1,587853
Mammoth Cave NP,Mammoth Cave National Park,MACA,National Park,Southeast ,KY,2018,37.18,-86.1,533206
Mammoth Cave NP,Mammoth Cave National Park,MACA,National Park,Southeast ,KY,2019,37.18,-86.1,551590
Mammoth Cave NP,Mammoth Cave National Park,MACA,National Park,Southeast ,KY,2020,37.18,-86.1,290392
Mammoth Cave NP,Mammoth Cave National Park,MACA,National Park,Southeast ,KY,2021,37.18,-86.1,515774
Mesa Verde NP,Mesa Verde National Park,MEVE,National Park,Intermountain ,CO,2012,37.18,-108.49,488860
Mesa Verde NP,Mesa Verde National Park,MEVE,National Park,Intermountain ,CO,2013,37.18,-108.49,460237
Mesa Verde NP,Mesa Verde National Park,MEVE,National Park,Intermountain ,CO,2014,37.18,-108.49,501563
Mesa Verde NP,Mesa Verde National Park,MEVE,National Park,Intermountain ,CO,2015,37.18,-108.49,547325
Mesa Verde NP,Mesa Verde National Park,MEVE,National Park,Intermountain ,CO,2016,37.18,-108.49,583527
Mesa Verde NP,Mesa Verde National Park,MEVE,National Park,Intermountain ,CO,2017,37.18,-108.49,613788
Mesa Verde NP,Mesa Verde National Park,MEVE,National Park,Intermountain ,CO,2018,37.18,-108.49,563420
Mesa Verde NP,Mesa Verde National Park,MEVE,National Park,Intermountain ,CO,2019,37.18,-108.49,556203
Mesa Verde NP,Mesa Verde National Park,MEVE,National Park,Intermountain ,CO,2020,37.18,-108.49,287477
Mesa Verde NP,Mesa Verde National Park,MEVE,National Park,Intermountain ,CO,2021,37.18,-108.49,548477
Mount Rainier NP,Mount Rainier National Park,MORA,National Park,Pacific West ,WA,2012,46.85,-121.75,1049178
Mount Rainier NP,Mount Rainier National Park,MORA,National Park,Pacific West ,WA,2013,46.85,-121.75,1148552
Mount Rainier NP,Mount Rainier National Park,MORA,National Park,Pacific West ,WA,2014,46.85,-121.75,1264259
Mount Rainier NP,Mount Rainier National Park,MORA,National Park,Pacific West ,WA,2015,46.85,-121.75,1237231
Mount Rainier NP,Mount Rainier National Park,MORA,National Park,Pacific West ,WA,2016,46.85,-121.75,1356913
Mount Rainier NP,Mount Rainier National Park,MORA,National Park,Pacific West ,WA,2017,46.85,-121.75,1415867
Mount Rainier NP,Mount Rainier National Park,MORA,National Park,Pacific West ,WA,2018,46.85,-121.75,1518491
Mount Rainier NP,Mount Rainier National Park,MORA,National Park,Pacific West ,WA,2019,46.85,-121.75,1501621
Mount Rainier NP,Mount Rainier National Park,MORA,National Park,Pacific West ,WA,2020,46.85,-121.75,1160754
Mount Rainier NP,Mount Rainier National Park,MORA,National Park,Pacific West ,WA,2021,46.85,-121.75,1670063
New River Gorge NP & PRES,Great Sand Dunes National Park,NERI,National Park,Northeast ,WV,2012,37.9,-81.04,1382869
New River Gorge NP & PRES,Great Sand Dunes National Park,NERI,National Park,Northeast ,WV,2013,37.9,-81.04,1314664
New River Gorge NP & PRES,Great Sand Dunes National Park,NERI,National Park,Northeast ,WV,2014,37.9,-81.04,1396573
New River Gorge NP & PRES,Great Sand Dunes National Park,NERI,National Park,Northeast ,WV,2015,37.9,-81.04,1478266
New River Gorge NP & PRES,Great Sand Dunes National Park,NERI,National Park,Northeast ,WV,2016,37.9,-81.04,1586239
New River Gorge NP & PRES,Great Sand Dunes National Park,NERI,National Park,Northeast ,WV,2017,37.9,-81.04,1655593
New River Gorge NP & PRES,Great Sand Dunes National Park,NERI,National Park,Northeast ,WV,2018,37.9,-81.04,1675532
New River Gorge NP & PRES,Great Sand Dunes National Park,NERI,National Park,Northeast ,WV,2019,37.9,-81.04,1723267
New River Gorge NP & PRES,Great Sand Dunes National Park,NERI,National Park,Northeast ,WV,2020,37.9,-81.04,1515906
New River Gorge NP & PRES,Great Sand Dunes National Park,NERI,National Park,Northeast ,WV,2021,37.9,-81.04,2285333
North Cascades NP,North Cascades National Park,NOCA,National Park,Pacific West ,WA,2012,48.7,-121.2,26935
North Cascades NP,North Cascades National Park,NOCA,National Park,Pacific West ,WA,2013,48.7,-121.2,21623
North Cascades NP,North Cascades National Park,NOCA,National Park,Pacific West ,WA,2014,48.7,-121.2,23865
North Cascades NP,North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,48.7,-121.2,20677
North Cascades NP,North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,48.7,-121.2,28646
North Cascades NP,North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,48.7,-121.2,30326
North Cascades NP,North Cascades National Park,NOCA,National Park,Pacific West ,WA,2018,48.7,-121.2,30085
North Cascades NP,North Cascades National Park,NOCA,National Park,Pacific West ,WA,2019,48.7,-121.2,38208
North Cascades NP,North Cascades National Park,NOCA,National Park,Pacific West ,WA,2020,48.7,-121.2,30885
North Cascades NP,North Cascades National Park,NOCA,National Park,Pacific West ,WA,2021,48.7,-121.2,17855
Olympic NP,Olympic National Park,OLYM,National Park,Pacific West ,WA,2012,47.97,-123.5,2824908
Olympic NP,Olympic National Park,OLYM,National Park,Pacific West ,WA,2013,47.97,-123.5,3085340
Olympic NP,Olympic National Park,OLYM,National Park,Pacific West ,WA,2014,47.97,-123.5,3243872
Olympic NP,Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,47.97,-123.5,3263761
Olympic NP,Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,47.97,-123.5,3390221
Olympic NP,Olympic National Park,OLYM,National Park,Pacific West ,WA,2017,47.97,-123.5,3401996
Olympic NP,Olympic National Park,OLYM,National Park,Pacific West ,WA,2018,47.97,-123.5,3104455
Olympic NP,Olympic National Park,OLYM,National Park,Pacific West ,WA,2019,47.97,-123.5,3245806
Olympic NP,Olympic National Park,OLYM,National Park,Pacific West ,WA,2020,47.97,-123.5,2499177
Olympic NP,Olympic National Park,OLYM,National Park,Pacific West ,WA,2021,47.97,-123.5,2718925
Petrified Forest NP,Petrified Forest National Park,PEFO,National Park,Intermountain ,AZ,2012,35.07,-109.78,664857
Petrified Forest NP,Petrified Forest National Park,PEFO,National Park,Intermountain ,AZ,2013,35.07,-109.78,644648
Petrified Forest NP,Petrified Forest National Park,PEFO,National Park,Intermountain ,AZ,2014,35.07,-109.78,836799
Petrified Forest NP,Petrified Forest National Park,PEFO,National Park,Intermountain ,AZ,2015,35.07,-109.78,793225
Petrified Forest NP,Petrified Forest National Park,PEFO,National Park,Intermountain ,AZ,2016,35.07,-109.78,643274
Petrified Forest NP,Petrified Forest National Park,PEFO,National Park,Intermountain ,AZ,2017,35.07,-109.78,627757
Petrified Forest NP,Petrified Forest National Park,PEFO,National Park,Intermountain ,AZ,2018,35.07,-109.78,644922
Petrified Forest NP,Petrified Forest National Park,PEFO,National Park,Intermountain ,AZ,2019,35.07,-109.78,643588
Petrified Forest NP,Petrified Forest National Park,PEFO,National Park,Intermountain ,AZ,2020,35.07,-109.78,384483
Petrified Forest NP,Petrified Forest National Park,PEFO,National Park,Intermountain ,AZ,2021,35.07,-109.78,590334
Pinnacles NP,Pinnacles National Park,PINN,National Park,Pacific West ,CA,2012,36.48,-121.16,224476
Pinnacles NP,Pinnacles National Park,PINN,National Park,Pacific West ,CA,2013,36.48,-121.16,237677
Pinnacles NP,Pinnacles National Park,PINN,National Park,Pacific West ,CA,2014,36.48,-121.16,196635
Pinnacles NP,Pinnacles National Park,PINN,National Park,Pacific West ,CA,2015,36.48,-121.16,206533
Pinnacles NP,Pinnacles National Park,PINN,National Park,Pacific West ,CA,2016,36.48,-121.16,215555
Pinnacles NP,Pinnacles National Park,PINN,National Park,Pacific West ,CA,2017,36.48,-121.16,233334
Pinnacles NP,Pinnacles National Park,PINN,National Park,Pacific West ,CA,2018,36.48,-121.16,222152
Pinnacles NP,Pinnacles National Park,PINN,National Park,Pacific West ,CA,2019,36.48,-121.16,177224
Pinnacles NP,Pinnacles National Park,PINN,National Park,Pacific West ,CA,2020,36.48,-121.16,165740
Pinnacles NP,Pinnacles National Park,PINN,National Park,Pacific West ,CA,2021,36.48,-121.16,348857
Redwood NP,Redwood National Park,REDW,National Park,Pacific West ,CA,2012,41.3,-124,352517
Redwood NP,Redwood National Park,REDW,National Park,Pacific West ,CA,2013,41.3,-124,393364
Redwood NP,Redwood National Park,REDW,National Park,Pacific West ,CA,2014,41.3,-124,429166
Redwood NP,Redwood National Park,REDW,National Park,Pacific West ,CA,2015,41.3,-124,527143
Redwood NP,Redwood National Park,REDW,National Park,Pacific West ,CA,2016,41.3,-124,536297
Redwood NP,Redwood National Park,REDW,National Park,Pacific West ,CA,2017,41.3,-124,445000
Redwood NP,Redwood National Park,REDW,National Park,Pacific West ,CA,2018,41.3,-124,482536
Redwood NP,Redwood National Park,REDW,National Park,Pacific West ,CA,2019,41.3,-124,504722
Redwood NP,Redwood National Park,REDW,National Park,Pacific West ,CA,2020,41.3,-124,265177
Redwood NP,Redwood National Park,REDW,National Park,Pacific West ,CA,2021,41.3,-124,435879
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,2012,40.4,-105.58,3229617
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,2013,40.4,-105.58,2991141
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,2014,40.4,-105.58,3434751
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,2015,40.4,-105.58,4155916
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,2016,40.4,-105.58,4517585
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,2017,40.4,-105.58,4437215
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,2018,40.4,-105.58,4590493
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,2019,40.4,-105.58,4670053
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,2020,40.4,-105.58,3305199
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,2021,40.4,-105.58,4434848
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,2012,32.25,-110.5,634286
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,2013,32.25,-110.5,678261
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,2014,32.25,-110.5,673572
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,2015,32.25,-110.5,753446
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,2016,32.25,-110.5,820426
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,2017,32.25,-110.5,964760
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,2018,32.25,-110.5,957405
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,2019,32.25,-110.5,1020226
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,2020,32.25,-110.5,762226
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,2021,32.25,-110.5,1079786
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,2012,36.43,-118.68,1106584
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,2013,36.43,-118.68,909274
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,2014,36.43,-118.68,1039137
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,2015,36.43,-118.68,1097464
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,2016,36.43,-118.68,1254688
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,2017,36.43,-118.68,1291256
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,2018,36.43,-118.68,1229594
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,2019,36.43,-118.68,1246053
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,2020,36.43,-118.68,796086
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,2021,36.43,-118.68,1059548
Shenandoah NP,Shenandoah National Park,SHEN,National Park,Northeast ,VA,2012,38.53,-78.35,1210200
Shenandoah NP,Shenandoah National Park,SHEN,National Park,Northeast ,VA,2013,38.53,-78.35,1136505
Shenandoah NP,Shenandoah National Park,SHEN,National Park,Northeast ,VA,2014,38.53,-78.35,1255321
Shenandoah NP,Shenandoah National Park,SHEN,National Park,Northeast ,VA,2015,38.53,-78.35,1321873
Shenandoah NP,Shenandoah National Park,SHEN,National Park,Northeast ,VA,2016,38.53,-78.35,1437341
Shenandoah NP,Shenandoah National Park,SHEN,National Park,Northeast ,VA,2017,38.53,-78.35,1458874
Shenandoah NP,Shenandoah National Park,SHEN,National Park,Northeast ,VA,2018,38.53,-78.35,1264880
Shenandoah NP,Shenandoah National Park,SHEN,National Park,Northeast ,VA,2019,38.53,-78.35,1425507
Shenandoah NP,Shenandoah National Park,SHEN,National Park,Northeast ,VA,2020,38.53,-78.35,1666265
Shenandoah NP,Shenandoah National Park,SHEN,National Park,Northeast ,VA,2021,38.53,-78.35,1592312
Theodore Roosevelt NP,Theodore Roosevelt National Park,THRO,National Park,Midwest ,ND,2012,46.97,-103.45,640555
Theodore Roosevelt NP,Theodore Roosevelt National Park,THRO,National Park,Midwest ,ND,2013,46.97,-103.45,545090
Theodore Roosevelt NP,Theodore Roosevelt National Park,THRO,National Park,Midwest ,ND,2014,46.97,-103.45,559580
Theodore Roosevelt NP,Theodore Roosevelt National Park,THRO,National Park,Midwest ,ND,2015,46.97,-103.45,580033
Theodore Roosevelt NP,Theodore Roosevelt National Park,THRO,National Park,Midwest ,ND,2016,46.97,-103.45,753880
Theodore Roosevelt NP,Theodore Roosevelt National Park,THRO,National Park,Midwest ,ND,2017,46.97,-103.45,708003
Theodore Roosevelt NP,Theodore Roosevelt National Park,THRO,National Park,Midwest ,ND,2018,46.97,-103.45,749389
Theodore Roosevelt NP,Theodore Roosevelt National Park,THRO,National Park,Midwest ,ND,2019,46.97,-103.45,691658
Theodore Roosevelt NP,Theodore Roosevelt National Park,THRO,National Park,Midwest ,ND,2020,46.97,-103.45,551303
Theodore Roosevelt NP,Theodore Roosevelt National Park,THRO,National Park,Midwest ,ND,2021,46.97,-103.45,796085
Voyageurs NP,Voyageurs National Park,VOYA,National Park,Midwest ,MN,2012,48.5,-92.88,214841
Voyageurs NP,Voyageurs National Park,VOYA,National Park,Midwest ,MN,2013,48.5,-92.88,233390
Voyageurs NP,Voyageurs National Park,VOYA,National Park,Midwest ,MN,2014,48.5,-92.88,239160
Voyageurs NP,Voyageurs National Park,VOYA,National Park,Midwest ,MN,2015,48.5,-92.88,238313
Voyageurs NP,Voyageurs National Park,VOYA,National Park,Midwest ,MN,2016,48.5,-92.88,241912
Voyageurs NP,Voyageurs National Park,VOYA,National Park,Midwest ,MN,2017,48.5,-92.88,237250
Voyageurs NP,Voyageurs National Park,VOYA,National Park,Midwest ,MN,2018,48.5,-92.88,239656
Voyageurs NP,Voyageurs National Park,VOYA,National Park,Midwest ,MN,2019,48.5,-92.88,232974
Voyageurs NP,Voyageurs National Park,VOYA,National Park,Midwest ,MN,2020,48.5,-92.88,263091
Voyageurs NP,Voyageurs National Park,VOYA,National Park,Midwest ,MN,2021,48.5,-92.88,243042
White Sands NP,White Sands National Park,WHSA,National Park,Intermountain ,NM,2012,32.77,-106.17,447385
White Sands NP,White Sands National Park,WHSA,National Park,Intermountain ,NM,2013,32.77,-106.17,490544
White Sands NP,White Sands National Park,WHSA,National Park,Intermountain ,NM,2014,32.77,-106.17,503660
White Sands NP,White Sands National Park,WHSA,National Park,Intermountain ,NM,2015,32.77,-106.17,497506
White Sands NP,White Sands National Park,WHSA,National Park,Intermountain ,NM,2016,32.77,-106.17,555793
White Sands NP,White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,32.77,-106.17,612468
White Sands NP,White Sands National Park,WHSA,National Park,Intermountain ,NM,2018,32.77,-106.17,603008
White Sands NP,White Sands National Park,WHSA,National Park,Intermountain ,NM,2019,32.77,-106.17,608785
White Sands NP,White Sands National Park,WHSA,National Park,Intermountain ,NM,2020,32.77,-106.17,415383
White Sands NP,White Sands National Park,WHSA,National Park,Intermountain ,NM,2021,32.77,-106.17,782469
Wind Cave NP,Wind Cave National Park,WICA,National Park,Midwest ,SD,2012,43.57,-103.48,529083
Wind Cave NP,Wind Cave National Park,WICA,National Park,Midwest ,SD,2013,43.57,-103.48,516142
Wind Cave NP,Wind Cave National Park,WICA,National Park,Midwest ,SD,2014,43.57,-103.48,547022
Wind Cave NP,Wind Cave National Park,WICA,National Park,Midwest ,SD,2015,43.57,-103.48,612198
Wind Cave NP,Wind Cave National Park,WICA,National Park,Midwest ,SD,2016,43.57,-103.48,617377
Wind Cave NP,Wind Cave National Park,WICA,National Park,Midwest ,SD,2017,43.57,-103.48,619924
Wind Cave NP,Wind Cave National Park,WICA,National Park,Midwest ,SD,2018,43.57,-103.48,656397
Wind Cave NP,Wind Cave National Park,WICA,National Park,Midwest ,SD,2019,43.57,-103.48,615350
Wind Cave NP,Wind Cave National Park,WICA,National Park,Midwest ,SD,2020,43.57,-103.48,448405
Wind Cave NP,Wind Cave National Park,WICA,National Park,Midwest ,SD,2021,43.57,-103.48,709001
Yellowstone NP,Yellowstone National Park,YELL,National Park,Intermountain ,WY,2012,44.6,-110.5,3447729
Yellowstone NP,Yellowstone National Park,YELL,National Park,Intermountain ,WY,2013,44.6,-110.5,3188030
Yellowstone NP,Yellowstone National Park,YELL,National Park,Intermountain ,WY,2014,44.6,-110.5,3513484
Yellowstone NP,Yellowstone National Park,YELL,National Park,Intermountain ,WY,2015,44.6,-110.5,4097710
Yellowstone NP,Yellowstone National Park,YELL,National Park,Intermountain ,WY,2016,44.6,-110.5,4257177
Yellowstone NP,Yellowstone National Park,YELL,National Park,Intermountain ,WY,2017,44.6,-110.5,4116524
Yellowstone NP,Yellowstone National Park,YELL,National Park,Intermountain ,WY,2018,44.6,-110.5,4115000
Yellowstone NP,Yellowstone National Park,YELL,National Park,Intermountain ,WY,2019,44.6,-110.5,4020288
Yellowstone NP,Yellowstone National Park,YELL,National Park,Intermountain ,WY,2020,44.6,-110.5,3806306
Yellowstone NP,Yellowstone National Park,YELL,National Park,Intermountain ,WY,2021,44.6,-110.5,4860242
Yosemite NP,Yosemite National Park,YOSE,National Park,Pacific West ,CA,2012,37.83,-119.5,3853404
Yosemite NP,Yosemite National Park,YOSE,National Park,Pacific West ,CA,2013,37.83,-119.5,3691191
Yosemite NP,Yosemite National Park,YOSE,National Park,Pacific West ,CA,2014,37.83,-119.5,3882642
Yosemite NP,Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,37.83,-119.5,4150217
Yosemite NP,Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,37.83,-119.5,5028868
Yosemite NP,Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,37.83,-119.5,4336890
Yosemite NP,Yosemite National Park,YOSE,National Park,Pacific West ,CA,2018,37.83,-119.5,4009436
Yosemite NP,Yosemite National Park,YOSE,National Park,Pacific West ,CA,2019,37.83,-119.5,4422861
Yosemite NP,Yosemite National Park,YOSE,National Park,Pacific West ,CA,2020,37.83,-119.5,2268313
Yosemite NP,Yosemite National Park,YOSE,National Park,Pacific West ,CA,2021,37.83,-119.5,3287595
Zion NP,Zion National Park,ZION,National Park,Intermountain ,UT,2012,37.3,-113.05,2973607
Zion NP,Zion National Park,ZION,National Park,Intermountain ,UT,2013,37.3,-113.05,2807387
Zion NP,Zion National Park,ZION,National Park,Intermountain ,UT,2014,37.3,-113.05,3189696
Zion NP,Zion National Park,ZION,National Park,Intermountain ,UT,2015,37.3,-113.05,3648846
Zion NP,Zion National Park,ZION,National Park,Intermountain ,UT,2016,37.3,-113.05,4295127
Zion NP,Zion National Park,ZION,National Park,Intermountain ,UT,2017,37.3,-113.05,4504812
Zion NP,Zion National Park,ZION,National Park,Intermountain ,UT,2018,37.3,-113.05,4320033
Zion NP,Zion National Park,ZION,National Park,Intermountain ,UT,2019,37.3,-113.05,4488268
Zion NP,Zion National Park,ZION,National Park,Intermountain ,UT,2020,37.3,-113.05,3591254
Zion NP,Zion National Park,ZION,National Park,Intermountain ,UT,2021,37.3,-113.05,5039835
